list-ilm,4,4,48,95025,1979.687500
list-ilm,8,4,96,213067,2219.447917
list-ilm,12,4,144,424361,2946.951389
list-dlm,2,4,24,116626,4859.416667
list-dlm,4,4,48,119513,2489.854167
list-dlm,8,4,96,233674,2434.104167
list-dlm,12,4,144,349686,2428.375000
list-im,2,8,48,112814,2350.291667
list-im,4,8,96,126808,1320.916667
list-im,8,8,192,216153,1125.796875
list-im,12,8,288,306981,1065.906250
list-dm,2,8,48,166933,3477.770833
list-dm,4,8,96,165932,1728.458333
list-dm,8,8,192,252321,1314.171875
list-dm,12,8,288,323943,1124.802083
list-ilm,2,8,48,88856,1851.166667
list-ilm,4,8,96,94639,985.822917
list-ilm,8,8,192,239101,1245.317708
list-ilm,12,8,288,345475,1199.565972
list-dlm,2,8,48,115192,2399.833333
list-dlm,4,8,96,177597,1849.968750
list-dlm,8,8,192,275976,1437.375000
list-dlm,12,8,288,356363,1237.371528
list-im,2,16,96,83640,871.250000
